28/07/2020 19:02,fd6f:3123fe8bc4d8b4f9eb62d5953af9caefe036c379,-55,52.5103703,13.2759197
28/07/2020 19:02,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-60,52.5103807,13.275891
28/07/2020 19:02,fd6f:3123fe8bc4d8b4f9eb62d5953af9caefe036c379,-56,52.5103703,13.2759197
28/07/2020 19:02,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-62,52.5103857,13.2758727
28/07/2020 19:02,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-63,52.5103857,13.2758727
28/07/2020 19:02,fd6f:3123fe8bc4d8b4f9eb62d5953af9caefe036c379,-56,52.5103857,13.2758727
28/07/2020 19:02,fd6f:3123fe8bc4d8b4f9eb62d5953af9caefe036c379,-55,52.5103872,13.2758703
28/07/2020 19:02,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-63,52.5103872,13.2758703
28/07/2020 19:02,fd6f:3123fe8bc4d8b4f9eb62d5953af9caefe036c379,-54,52.5103872,13.2758703
28/07/2020 19:02,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-63,52.5103872,13.2758703
28/07/2020 19:02,fd6f:3123fe8bc4d8b4f9eb62d5953af9caefe036c379,-58,52.5103768,13.2759242
28/07/2020 19:02,fd6f:6626bb7606f336675e36c117caa98c98d6e5da66,-56,52.5103768,13.2759242
28/07/2020 19:02,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-67,52.5103768,13.2759242
28/07/2020 19:03,fd6f:5ec088ab4c983d909768b84a8ad50490e5ce6e2f,-65,52.5103846,13.2758877
28/07/2020 19:03,fd6f:6626bb7606f336675e36c117caa98c98d6e5da66,-54,52.5103768,13.2759242
28/07/2020 19:11,fd6f:6626bb7606f336675e36c117caa98c98d6e5da66,-51,52.5103105,13.2759175
28/07/2020 19:11,fd6f:19563861cbf84b9b3faca36a4b5eb7236fa21f2e,-62,52.5103169,13.2759145
